location,pm25,pm10,co2,timestamp
Kandivali East,232.35,202.83,1027.52,2024-11-24 17:51:26
Dahisar,151.4,70.75,2857.88,2024-11-24 17:51:31
Malad,132.3,107.81,1111.19,2024-11-24 17:51:36
Bandra,390.02,421.01,2557.39,2024-11-24 17:51:41
Thane,22.46,353.4,4889.49,2024-11-24 17:51:46
Saki Naka,371.67,200.31,4507.44,2024-11-24 17:51:51
Bhayandar,150.7,295.44,4142.94,2024-11-24 17:51:56
Mulund,126.46,0.38,822.95,2024-11-24 17:52:01
Kurla,20.18,241.77,2535.83,2024-11-24 17:52:06
Prabhadevi,410.8,82.97,836.0,2024-11-24 17:52:11
Chembur,160.96,286.89,4423.95,2024-11-24 17:52:16
Kandivali,277.57,216.14,3968.21,2024-11-24 17:52:21
Jogeshwari,183.21,10.73,762.74,2024-11-24 17:52:26
Colaba,210.99,73.63,875.02,2024-11-24 17:52:31
Bhayandar,365.31,119.44,4974.08,2024-11-24 17:52:36
Vashi,204.61,306.03,1397.15,2024-11-24 17:52:41
Marine Drive,155.87,225.96,1524.34,2024-11-24 17:52:46
Mulund,263.87,468.12,3427.43,2024-11-24 17:52:51
Marine Drive,490.64,146.18,3771.91,2024-11-24 17:52:56
Andheri,342.18,289.01,3928.68,2024-11-24 17:53:01
Jogeshwari,317.85,260.29,4756.9,2024-11-24 17:53:06
Borivali,245.26,447.1,478.65,2024-11-24 17:53:11
Mulund,303.5,173.92,819.14,2024-11-24 17:53:16
Matunga,183.01,99.93,2825.46,2024-11-24 17:53:21
Ghatkopar,241.56,153.96,1188.88,2024-11-24 17:53:26
Dahisar,350.78,94.52,3331.87,2024-11-24 17:53:31
Khar,35.1,419.89,4631.38,2024-11-24 17:53:36
Saki Naka,276.87,459.03,1538.58,2024-11-24 17:53:42
Versova,410.93,364.55,4619.55,2024-11-24 17:53:47
Malad,214.05,467.79,376.02,2024-11-24 17:53:52
Colaba,60.9,204.43,518.3,2024-11-24 17:53:57
Kurla,473.26,31.17,3110.55,2024-11-24 17:54:02
Chembur,423.13,458.09,4289.25,2024-11-24 17:54:07
Versova,387.66,138.32,1450.66,2024-11-24 17:54:12
Mahalaxmi,336.87,175.53,2301.04,2024-11-24 17:54:17
Chembur,304.69,497.72,1177.35,2024-11-24 17:54:22
Malad,377.53,190.6,1159.14,2024-11-24 17:54:27
Jogeshwari,223.2,164.68,1578.05,2024-11-24 17:54:32
Dadar,88.89,104.21,1113.8,2024-11-24 17:54:37
Thane,147.28,365.1,3461.56,2024-11-24 17:54:42
Lower Parel,419.75,245.01,2527.34,2024-11-24 17:54:47
Jogeshwari,86.17,391.14,388.67,2024-11-24 17:54:52
Kandivali West,105.82,435.13,1195.15,2024-11-24 17:54:57
Kandivali West,339.02,432.58,2417.47,2024-11-24 17:55:02
Vashi,367.13,236.2,1662.5,2024-11-24 17:55:07
Kandivali West,402.61,17.96,532.55,2024-11-24 17:55:12
Borivali,376.37,161.2,4635.54,2024-11-24 17:55:17
Kandivali,107.67,447.43,4263.54,2024-11-24 17:55:22
Bhayandar,40.74,395.58,3427.66,2024-11-24 17:55:27
Jogeshwari,302.18,381.36,3895.11,2024-11-24 17:55:32
Dadar,245.05,207.93,4601.55,2024-11-24 17:55:37
Kurla,8.2,312.17,690.1,2024-11-24 17:55:42
Bandra,152.56,142.28,3334.27,2024-11-24 17:55:47
Colaba,463.13,116.24,785.64,2024-11-24 17:55:52
Malad,236.45,469.45,4817.66,2024-11-24 17:55:57
Vile Parle,119.96,323.46,4957.13,2024-11-24 17:56:02
Kandivali,72.99,435.37,3950.18,2024-11-24 17:56:07
Vile Parle,426.2,252.56,360.12,2024-11-24 17:56:12
Mulund,88.15,408.34,3647.68,2024-11-24 17:56:17
Mulund,446.43,264.0,4342.5,2024-11-24 17:56:22
Nariman Point,6.38,84.46,699.67,2024-11-24 17:56:27
Borivali,378.48,233.49,513.15,2024-11-24 17:56:32
Colaba,225.0,177.91,3570.58,2024-11-24 17:56:37
Prabhadevi,289.45,301.21,3321.64,2024-11-24 17:56:42
Khar,485.2,229.68,1520.5,2024-11-24 17:56:47
Kandivali West,151.59,395.76,873.95,2024-11-24 17:56:52
Bandra,470.41,184.09,480.98,2024-11-24 17:56:57
Nariman Point,333.41,147.1,3147.23,2024-11-24 17:57:02
Jogeshwari,316.54,50.55,4660.49,2024-11-24 17:57:07
Andheri,351.98,119.41,1133.73,2024-11-24 17:57:12
Andheri,127.64,8.77,4767.61,2024-11-24 17:57:17
Malad,164.53,231.82,4245.42,2024-11-24 17:57:22
Nariman Point,236.12,252.31,3700.2,2024-11-24 17:57:27
Santacruz,460.54,29.51,4794.59,2024-11-24 17:57:32
Parel,348.76,449.92,2298.65,2024-11-24 17:57:37
Matunga,366.1,122.48,2249.68,2024-11-24 17:57:42
Colaba,179.23,212.04,1960.82,2024-11-24 17:57:47
Prabhadevi,339.76,93.74,1719.57,2024-11-24 17:57:52
Andheri,454.17,312.22,4275.92,2024-11-24 17:57:57
Kandivali West,147.46,145.86,1782.31,2024-11-24 17:58:02
Vile Parle,292.12,107.48,405.82,2024-11-24 17:58:07
Borivali,238.89,281.03,1035.66,2024-11-24 17:58:12
Marine Drive,369.5,187.22,524.77,2024-11-24 17:58:17
Kandivali East,271.46,453.15,1409.66,2024-11-24 17:58:22
Marine Drive,217.85,75.6,407.97,2024-11-24 17:58:27
Mulund,100.58,364.24,4736.66,2024-11-24 17:58:32
Dadar,418.1,365.77,2898.84,2024-11-24 17:58:37
Lower Parel,63.45,367.46,3147.99,2024-11-24 17:58:42
Dadar,254.29,207.9,2285.56,2024-11-24 17:58:47
Matunga,200.36,344.81,4256.86,2024-11-24 17:58:52
Matunga,427.71,10.59,1525.98,2024-11-24 17:58:57
Santacruz,467.97,447.23,902.03,2024-11-24 17:59:02
Sion,372.27,283.85,4376.55,2024-11-24 17:59:07
Sion,424.6,499.83,1974.86,2024-11-24 17:59:12
Mahalaxmi,466.83,90.07,4999.82,2024-11-24 17:59:17
Nariman Point,42.02,491.99,3900.14,2024-11-24 17:59:22
Vile Parle,21.06,344.23,3843.65,2024-11-24 17:59:27
Chembur,418.52,426.57,2166.1,2024-11-24 17:59:32
Vile Parle,126.29,345.62,2051.72,2024-11-24 17:59:37
Bandra,267.63,386.72,2290.14,2024-11-24 17:59:42
Vile Parle,297.87,285.61,4278.14,2024-11-24 17:59:47
Vile Parle,278.1,333.89,3760.68,2024-11-24 17:59:52
Bhayandar,362.21,173.05,4227.14,2024-11-24 17:59:57
Vile Parle,419.99,384.84,1626.97,2024-11-24 18:00:02
Bandra,360.42,119.3,3978.74,2024-11-24 18:00:07
Colaba,356.06,25.31,2181.77,2024-11-24 18:00:12
Matunga,359.92,354.65,1434.55,2024-11-24 18:00:18
Khar,213.98,298.35,3504.99,2024-11-24 18:00:23
Dadar,86.91,103.75,4982.14,2024-11-24 18:00:28
Vile Parle,11.24,77.67,2932.77,2024-11-24 18:00:33
Bandra,458.28,282.7,4363.25,2024-11-24 18:00:38
Chembur,122.62,317.15,1078.67,2024-11-24 18:00:43
Nariman Point,366.17,222.16,2862.61,2024-11-24 18:00:48
Mahalaxmi,272.75,64.62,2281.75,2024-11-24 18:00:53
Saki Naka,53.97,324.76,4840.94,2024-11-24 18:00:58
Jogeshwari,386.21,488.42,1925.91,2024-11-24 18:01:03
Borivali,423.57,125.27,571.45,2024-11-24 18:01:08
Chembur,364.61,271.59,3725.03,2024-11-24 18:01:13
Kurla,101.86,54.04,831.89,2024-11-24 18:01:18
Kurla,380.68,308.78,485.93,2024-11-24 18:01:23
Chembur,215.38,358.51,3973.98,2024-11-24 18:01:28
Kandivali,262.42,192.96,2894.75,2024-11-24 18:01:33
Chembur,94.1,420.88,880.56,2024-11-24 18:01:38
Colaba,159.36,304.66,1890.89,2024-11-24 18:01:43
Dadar,194.65,364.65,3755.32,2024-11-24 18:01:48
Marine Drive,215.51,64.1,4043.29,2024-11-24 18:01:53
Mulund,83.21,499.25,4741.52,2024-11-24 18:01:58
Parel,37.86,408.27,2723.06,2024-11-24 18:02:03
Chembur,469.65,276.4,3487.05,2024-11-24 18:02:08
Kandivali,330.36,149.59,4934.16,2024-11-24 18:02:13
Dahisar,235.86,275.53,1776.79,2024-11-24 18:02:18
Malad,395.15,158.54,3419.02,2024-11-24 18:02:23
Kandivali East,307.67,348.59,2179.35,2024-11-24 18:02:28
Kandivali East,276.54,413.32,3891.92,2024-11-24 18:02:33
Kandivali,164.28,21.08,2120.52,2024-11-24 18:02:38
Thane,444.59,354.3,4192.07,2024-11-24 18:02:43
Vashi,239.28,138.51,2213.38,2024-11-24 18:02:48
Matunga,386.3,495.33,2619.42,2024-11-24 18:02:53
Andheri,346.97,211.34,3297.5,2024-11-24 18:02:58
Mulund,108.95,490.38,622.31,2024-11-24 18:03:03
Bandra,332.83,497.65,2872.32,2024-11-24 18:03:08
Vashi,322.05,72.54,1888.12,2024-11-24 18:03:13
Marine Drive,52.91,76.12,2302.35,2024-11-24 18:03:18
Jogeshwari,169.97,158.35,3143.01,2024-11-24 18:03:23
Kandivali West,124.24,154.03,2056.75,2024-11-24 18:03:28
Marine Drive,270.92,21.56,2551.29,2024-11-24 18:03:33
Jogeshwari,335.45,19.02,3068.13,2024-11-24 18:03:38
Thane,297.16,223.15,3924.14,2024-11-24 18:03:43
Kurla,422.13,156.55,3969.97,2024-11-24 18:03:48
Mulund,26.39,110.68,388.32,2024-11-24 18:03:53
Kandivali,207.01,62.94,4344.48,2024-11-24 18:03:58
Worli,417.5,474.73,3680.66,2024-11-24 18:04:03
Chembur,37.37,159.78,949.31,2024-11-24 18:04:08
Mahalaxmi,241.3,303.41,1585.14,2024-11-24 18:04:13
Dadar,165.91,306.61,2717.16,2024-11-24 18:04:18
Vile Parle,159.41,338.27,1914.86,2024-11-24 18:04:23
Mulund,60.79,205.07,4223.6,2024-11-24 18:04:28
Saki Naka,336.11,373.6,3002.0,2024-11-24 18:04:33
Versova,22.51,454.49,742.79,2024-11-24 18:04:38
Nariman Point,321.52,315.66,4104.08,2024-11-24 18:04:43
Kandivali,433.29,285.89,3554.54,2024-11-24 18:04:48
Mulund,312.16,333.9,3523.09,2024-11-24 18:04:53
Dadar,365.15,78.97,3152.99,2024-11-24 18:04:58
Mulund,157.02,484.91,2546.28,2024-11-24 18:05:03
Kurla,177.31,434.22,3374.21,2024-11-24 18:05:08
Vashi,131.46,233.59,789.8,2024-11-24 18:05:13
Mulund,210.26,100.62,2200.2,2024-11-24 18:05:18
Nariman Point,396.56,218.98,3981.64,2024-11-24 18:05:23
Saki Naka,43.48,372.7,448.72,2024-11-24 18:05:29
Dahisar,44.0,339.46,4829.76,2024-11-24 18:05:34
Malad,358.38,490.36,4642.03,2024-11-24 18:05:39
Colaba,328.49,312.96,3198.19,2024-11-24 18:05:44
Borivali,199.97,184.71,2501.22,2024-11-24 18:05:49
Mulund,335.21,404.3,348.95,2024-11-24 18:05:54
Vashi,339.16,15.58,2053.88,2024-11-24 18:05:59
Kandivali East,307.5,449.12,1904.82,2024-11-24 18:06:04
Bandra,204.99,134.56,4361.98,2024-11-24 18:06:09
Kurla,115.51,110.71,1113.47,2024-11-24 18:06:14
Vashi,132.04,151.81,3500.92,2024-11-24 18:06:19
Marine Drive,272.58,125.09,669.78,2024-11-24 18:06:24
Andheri,230.19,100.7,2769.01,2024-11-24 18:06:29
Lower Parel,70.95,55.8,1835.7,2024-11-24 18:06:34
Versova,81.0,453.44,1559.76,2024-11-24 18:06:39
Chembur,88.03,363.49,3133.24,2024-11-24 18:06:44
Versova,290.69,179.63,4534.88,2024-11-24 18:06:49
Marine Drive,306.25,270.23,1027.07,2024-11-24 18:06:54
Matunga,101.72,483.36,1079.92,2024-11-24 18:06:59
Thane,475.71,212.85,2406.33,2024-11-24 18:07:04
Dadar,398.69,260.86,4472.05,2024-11-24 18:07:09
Nariman Point,190.45,34.82,4005.95,2024-11-24 18:07:14
Dahisar,477.59,274.1,1455.85,2024-11-24 18:07:19
Dadar,235.49,225.09,4692.54,2024-11-24 18:07:24
Andheri,326.59,84.59,3392.29,2024-11-24 18:07:29
Dadar,9.52,4.06,2752.36,2024-11-24 18:07:34
Kurla,128.88,174.29,4087.56,2024-11-24 18:07:39
Kandivali West,158.8,82.52,1627.05,2024-11-24 18:07:44
Marine Drive,133.81,403.48,2354.5,2024-11-24 18:07:49
Kandivali West,498.2,43.66,2601.2,2024-11-24 18:07:54
Matunga,466.59,134.52,3972.85,2024-11-24 18:07:59
Thane,355.0,86.55,337.12,2024-11-24 18:08:04
Nariman Point,38.63,169.48,2066.72,2024-11-24 18:08:09
Colaba,455.74,173.9,2739.59,2024-11-24 18:08:15
Sion,53.98,239.74,2542.81,2024-11-24 18:08:20
Worli,399.91,60.32,4489.25,2024-11-24 18:08:25
Versova,450.58,433.35,1505.56,2024-11-24 18:08:30
Kandivali,369.67,312.98,1326.27,2024-11-24 18:08:35
Parel,172.9,181.77,1348.06,2024-11-24 18:08:40
Lower Parel,24.04,381.81,2412.72,2024-11-24 18:08:45
Sion,333.87,7.18,2307.41,2024-11-24 18:08:50
Kurla,349.3,192.25,4676.71,2024-11-24 18:08:55
Vile Parle,182.66,352.3,4474.4,2024-11-24 18:09:00
Santacruz,105.05,447.66,515.41,2024-11-24 18:09:05
Colaba,179.61,429.82,4777.95,2024-11-24 18:09:10
Thane,273.03,71.24,2280.34,2024-11-24 18:09:15
Thane,181.68,139.48,2389.94,2024-11-24 18:09:20
Nariman Point,174.67,456.54,3504.5,2024-11-24 18:09:25
Dahisar,39.3,261.87,3081.42,2024-11-24 18:09:30
Khar,26.25,182.96,1102.06,2024-11-24 18:09:35
Parel,145.58,329.95,1833.62,2024-11-24 18:09:40
Mahalaxmi,188.1,126.1,4178.51,2024-11-24 18:09:45
Mahalaxmi,211.22,202.14,4128.48,2024-11-24 18:09:50
Matunga,243.83,328.58,2171.72,2024-11-24 18:09:55
Versova,471.69,471.86,1549.99,2024-11-24 18:10:00
Worli,227.01,129.83,1907.46,2024-11-24 18:10:05
Nariman Point,320.7,8.2,1549.46,2024-11-24 18:10:10
Vile Parle,141.98,249.17,3735.77,2024-11-24 18:10:15
Khar,200.28,334.65,3517.71,2024-11-24 18:10:20
Andheri,428.66,491.07,1388.8,2024-11-24 18:10:25
Parel,172.81,43.28,3842.15,2024-11-24 18:10:30
Malad,406.57,247.24,1152.53,2024-11-24 18:10:35
Kandivali,103.25,489.67,1267.2,2024-11-24 18:10:40
Vile Parle,291.0,153.32,2324.14,2024-11-24 18:10:45
Marine Drive,115.46,116.03,2658.77,2024-11-24 18:10:50
Bandra,208.88,178.57,1451.19,2024-11-24 18:10:55
Dadar,217.99,475.96,4240.03,2024-11-24 18:11:00
Ghatkopar,412.99,343.35,2304.89,2024-11-24 18:11:05
Kandivali East,390.41,283.64,1346.58,2024-11-24 18:11:10
Kurla,280.77,439.81,793.54,2024-11-24 18:11:15
Kandivali,306.43,364.26,2852.93,2024-11-24 18:11:20
Nariman Point,343.79,430.37,2643.58,2024-11-24 18:11:25
Malad,74.15,285.28,2266.35,2024-11-24 18:11:30
Kandivali,185.84,378.98,4108.13,2024-11-24 18:11:35
Mulund,310.26,68.93,2040.72,2024-11-24 18:11:40
Jogeshwari,241.74,45.8,4749.92,2024-11-24 18:11:45
Dadar,92.74,472.85,2431.5,2024-11-24 18:11:50
Colaba,426.77,306.16,1673.12,2024-11-24 18:11:55
Kandivali East,332.76,224.7,3985.9,2024-11-24 18:12:00
Vile Parle,77.36,4.7,416.2,2024-11-24 18:12:05
Vashi,332.62,33.06,552.02,2024-11-24 18:12:10
Kandivali East,310.47,59.59,4244.42,2024-11-24 18:12:15
Matunga,212.42,315.49,2145.83,2024-11-24 18:12:20
Kurla,423.45,339.45,3178.88,2024-11-24 18:12:25
Parel,72.4,267.09,557.53,2024-11-24 18:12:30
Marine Drive,337.31,308.87,969.91,2024-11-24 18:12:35
Dadar,467.42,424.36,4667.41,2024-11-24 18:12:40
Andheri,171.68,345.55,772.51,2024-11-24 18:12:45
Parel,67.29,246.16,1124.36,2024-11-24 18:12:50
Dahisar,342.01,408.25,1242.78,2024-11-24 18:12:55
Dadar,157.29,332.71,4549.66,2024-11-24 18:13:00
Nariman Point,323.86,96.57,4849.56,2024-11-24 18:13:05
Parel,262.22,317.84,2192.0,2024-11-24 18:13:10
Colaba,401.58,21.52,2474.06,2024-11-24 18:13:15
Worli,378.72,86.28,2306.81,2024-11-24 18:13:20
Worli,74.94,496.6,3742.27,2024-11-24 18:13:25
Ghatkopar,448.45,473.33,1479.29,2024-11-24 18:13:30
Bandra,371.03,123.22,3573.63,2024-11-24 18:13:35
Bhayandar,220.5,253.86,447.32,2024-11-24 18:13:40
Vile Parle,291.53,50.8,4448.58,2024-11-24 18:13:45
Andheri,98.76,83.78,2359.79,2024-11-24 18:13:50
Sion,124.0,159.94,2633.11,2024-11-24 18:13:56
Vashi,106.65,300.35,384.81,2024-11-24 18:14:01
Kandivali East,11.89,142.05,3141.53,2024-11-24 18:14:06
Nariman Point,432.59,116.55,396.61,2024-11-24 18:14:11
Versova,435.79,206.79,1510.95,2024-11-24 18:14:16
Santacruz,105.58,370.74,4430.59,2024-11-24 18:14:21
Santacruz,478.99,309.32,4425.32,2024-11-24 18:14:26
Kandivali East,238.83,262.85,1702.01,2024-11-24 18:14:31
Dahisar,492.17,180.35,3735.6,2024-11-24 18:14:36
Andheri,493.4,498.06,2864.34,2024-11-24 18:14:41
Sion,21.02,356.55,2483.96,2024-11-24 18:14:46
Jogeshwari,115.5,463.53,1773.22,2024-11-24 18:14:51
Prabhadevi,451.93,344.96,1125.89,2024-11-24 18:14:56
Dahisar,444.96,345.18,3731.22,2024-11-24 18:15:01
Vile Parle,467.33,194.01,2648.43,2024-11-24 18:15:06
Kurla,38.32,403.56,2334.89,2024-11-24 18:15:11
Kandivali East,8.35,278.5,4940.87,2024-11-24 18:15:16
Kurla,382.01,79.15,2931.39,2024-11-24 18:15:21
Mahalaxmi,351.38,483.95,3890.23,2024-11-24 18:15:26
Worli,117.23,476.36,4880.96,2024-11-24 18:15:31
Mulund,273.68,305.26,4351.55,2024-11-24 18:15:36
Kurla,27.41,257.34,2694.73,2024-11-24 18:15:41
Mulund,233.37,363.44,2007.74,2024-11-24 18:15:46
Prabhadevi,15.8,437.12,3344.89,2024-11-24 18:15:51
Versova,372.63,154.3,4487.9,2024-11-24 18:15:56
Sion,415.68,260.66,811.88,2024-11-24 18:16:01
Ghatkopar,415.59,215.89,2075.99,2024-11-24 18:16:06
Thane,101.94,2.79,2110.86,2024-11-24 18:16:11
Andheri,327.28,111.91,3382.97,2024-11-24 18:16:16
Prabhadevi,452.82,472.67,909.12,2024-11-24 18:16:21
Thane,134.69,447.0,4940.43,2024-11-24 18:16:26
Kandivali,302.61,336.66,1062.4,2024-11-24 18:16:31
Malad,356.76,166.82,785.04,2024-11-24 18:16:36
Worli,313.93,327.57,1884.56,2024-11-24 18:16:41
Ghatkopar,343.99,77.87,1389.26,2024-11-24 18:16:46
Prabhadevi,154.75,48.93,1692.06,2024-11-24 18:16:51
Vashi,79.08,274.44,2708.31,2024-11-24 18:16:56
Malad,407.7,351.36,1829.65,2024-11-24 18:17:01
Thane,451.45,91.17,1395.18,2024-11-24 18:17:06
Andheri,487.78,42.51,1016.86,2024-11-24 18:17:11
Kandivali West,24.19,32.65,3176.73,2024-11-24 18:17:16
Marine Drive,259.66,82.82,2052.98,2024-11-24 18:17:21
Versova,143.4,148.21,1492.15,2024-11-24 18:17:26
Dahisar,73.98,496.9,2311.75,2024-11-24 18:17:31
Matunga,99.71,30.64,711.91,2024-11-24 18:17:36
Ghatkopar,249.38,454.57,1541.86,2024-11-24 18:17:41
Nariman Point,363.74,406.05,1196.42,2024-11-24 18:17:46
Dahisar,5.43,328.27,4818.35,2024-11-24 18:17:51
Thane,240.6,141.35,4751.26,2024-11-24 18:17:56
Kandivali East,118.59,409.63,3205.46,2024-11-24 18:18:01
Thane,438.29,419.06,4225.45,2024-11-24 18:18:06
Khar,37.36,335.71,2193.29,2024-11-24 18:18:11
Dahisar,202.41,113.82,649.4,2024-11-24 18:18:16
Vashi,108.58,46.84,1687.24,2024-11-24 18:18:21
Colaba,408.27,451.19,2230.54,2024-11-24 18:18:26
Dadar,433.35,157.35,4315.96,2024-11-24 18:18:31
Bhayandar,482.88,314.94,1199.53,2024-11-24 18:18:36
Matunga,38.14,493.32,3282.58,2024-11-24 18:18:41
Ghatkopar,352.96,53.2,4381.06,2024-11-24 18:18:46
Kandivali West,16.17,435.66,1719.67,2024-11-24 18:18:51
Sion,103.53,83.47,3586.61,2024-11-24 18:18:56
Mulund,489.18,172.83,3341.31,2024-11-24 18:19:01
Thane,33.15,335.86,4782.36,2024-11-24 18:19:06
Malad,257.02,325.42,3648.18,2024-11-24 18:19:11
Kurla,456.04,106.96,998.85,2024-11-24 18:19:16
Matunga,9.78,465.63,3735.51,2024-11-24 18:19:21
Versova,162.52,473.75,4322.52,2024-11-24 18:19:26
Marine Drive,251.66,472.31,575.16,2024-11-24 18:19:31
Jogeshwari,371.84,267.96,3802.44,2024-11-24 18:19:36
Versova,182.36,155.56,3983.63,2024-11-24 18:19:41
Ghatkopar,383.11,426.93,309.47,2024-11-24 18:19:46
Bhayandar,476.74,391.43,1564.04,2024-11-24 18:19:51
Dadar,392.18,427.81,4809.81,2024-11-24 18:19:56
Borivali,457.07,17.47,2217.8,2024-11-24 18:20:01
Mahalaxmi,289.15,198.25,4167.78,2024-11-24 18:20:06
Lower Parel,481.49,323.52,2047.94,2024-11-24 18:20:11
Versova,444.17,489.21,4249.86,2024-11-24 18:20:16
Lower Parel,64.88,213.11,1497.5,2024-11-24 18:20:21
Malad,141.02,355.71,353.96,2024-11-24 18:20:26
Worli,240.45,34.42,3875.14,2024-11-24 18:20:31
Vile Parle,387.09,31.52,2094.46,2024-11-24 18:20:36
Chembur,231.83,355.19,1122.61,2024-11-24 18:20:41
Worli,254.82,143.91,3440.65,2024-11-24 18:20:46
Kandivali West,130.06,346.72,2918.2,2024-11-24 18:20:51
Colaba,368.41,68.63,3292.16,2024-11-24 18:20:56
Saki Naka,386.78,77.13,4434.84,2024-11-24 18:21:01
Jogeshwari,290.22,383.27,3083.93,2024-11-24 18:21:06
Kandivali,443.04,379.86,2043.09,2024-11-24 18:21:11
Thane,301.78,195.47,3367.46,2024-11-24 18:21:17
Bandra,393.93,401.14,1528.65,2024-11-24 18:21:22
Vashi,437.6,489.14,1460.47,2024-11-24 18:21:27
Santacruz,366.61,445.15,2869.56,2024-11-24 18:21:32
Kandivali East,235.67,386.17,866.33,2024-11-24 18:21:37
Worli,242.74,427.74,2527.86,2024-11-24 18:21:42
Kandivali West,276.75,150.97,3571.87,2024-11-24 18:21:47
Worli,86.04,93.84,908.02,2024-11-24 18:21:52
Nariman Point,476.58,367.45,2906.43,2024-11-24 18:21:57
Marine Drive,342.83,345.14,4699.27,2024-11-24 18:22:02
Santacruz,103.3,243.28,4723.37,2024-11-24 18:22:07
Prabhadevi,325.54,154.27,605.26,2024-11-24 18:22:12
Santacruz,119.43,214.37,3850.98,2024-11-24 18:22:17
Bandra,254.06,403.76,2427.68,2024-11-24 18:22:22
Nariman Point,61.78,137.93,2670.48,2024-11-24 18:22:27
Kurla,345.81,413.87,2878.64,2024-11-24 18:22:32
Mahalaxmi,399.1,309.05,1390.52,2024-11-24 18:22:37
Jogeshwari,296.39,118.65,3337.74,2024-11-24 18:22:42
Colaba,226.8,236.0,651.62,2024-11-24 18:22:47
Mulund,267.97,355.77,3719.35,2024-11-24 18:22:52
Mulund,387.7,55.48,1703.35,2024-11-24 18:22:57
Kurla,108.54,400.19,2498.52,2024-11-24 18:23:02
Chembur,408.39,68.77,2805.57,2024-11-24 18:23:07
Mulund,141.82,332.52,4716.45,2024-11-24 18:23:12
Marine Drive,328.98,457.76,701.49,2024-11-24 18:23:17
Borivali,438.27,39.61,4561.25,2024-11-24 18:23:22
Parel,470.56,145.99,2171.81,2024-11-24 18:23:27
Kurla,343.12,84.1,3105.51,2024-11-24 18:23:32
Mulund,11.7,260.44,4332.66,2024-11-24 18:23:37
Mahalaxmi,131.31,317.7,1361.43,2024-11-24 18:23:42
Lower Parel,268.8,213.77,3302.15,2024-11-24 18:23:47
Dadar,407.48,160.35,4255.11,2024-11-24 18:23:52
Prabhadevi,496.07,384.82,3944.93,2024-11-24 18:23:57
Worli,419.11,36.58,2411.58,2024-11-24 18:24:02
Bhayandar,492.15,167.13,3717.01,2024-11-24 18:24:07
Nariman Point,382.28,331.41,4722.38,2024-11-24 18:24:12
Malad,178.95,420.98,903.05,2024-11-24 18:24:17
Prabhadevi,68.66,58.37,1207.69,2024-11-24 18:24:22
Colaba,406.95,136.16,2869.74,2024-11-24 18:24:27
Vashi,497.19,475.09,4302.29,2024-11-24 18:24:32
Bhayandar,323.7,430.29,4802.25,2024-11-24 18:24:37
Thane,326.27,310.79,1860.38,2024-11-24 18:24:42
Worli,274.11,235.15,2694.01,2024-11-24 18:24:47
Kurla,221.03,175.3,2941.9,2024-11-24 18:24:52
Thane,92.19,419.73,3711.25,2024-11-24 18:24:57
Vashi,227.66,232.25,797.37,2024-11-24 18:25:02
Lower Parel,283.48,301.57,964.52,2024-11-24 18:25:07
Marine Drive,42.55,175.06,2508.77,2024-11-24 18:25:12
Worli,426.13,287.61,938.94,2024-11-24 18:25:17
Parel,247.77,157.4,4279.91,2024-11-24 18:25:22
Worli,326.56,183.26,945.47,2024-11-24 18:25:27
Worli,118.93,177.9,844.28,2024-11-24 18:25:32
Versova,326.94,460.86,1501.67,2024-11-24 18:25:37
Prabhadevi,446.68,421.69,3743.59,2024-11-24 18:25:42
Santacruz,379.35,398.83,4070.04,2024-11-24 18:25:47
Chembur,207.44,329.06,2840.2,2024-11-24 18:25:52
Chembur,155.57,271.0,584.98,2024-11-24 18:25:57
Kandivali East,410.74,347.02,3082.53,2024-11-24 18:26:02
Dahisar,447.83,111.21,4455.29,2024-11-24 18:26:07
Kandivali,456.84,339.25,478.25,2024-11-24 18:26:12
Mahalaxmi,35.98,172.38,769.34,2024-11-24 18:26:17
Jogeshwari,402.46,162.67,1242.28,2024-11-24 18:26:22
Parel,314.31,341.2,3555.44,2024-11-24 18:26:27
Lower Parel,133.53,42.7,2255.59,2024-11-24 18:26:32
Dahisar,432.88,223.34,2106.71,2024-11-24 18:26:37
Matunga,123.93,176.81,2955.51,2024-11-24 18:26:42
Marine Drive,488.68,322.28,1249.06,2024-11-24 18:26:47
Kandivali East,47.0,391.95,450.19,2024-11-24 18:26:52
Chembur,401.49,487.32,3561.51,2024-11-24 18:26:57
Mahalaxmi,323.76,131.81,942.2,2024-11-24 18:27:02
Versova,192.66,308.52,2085.91,2024-11-24 18:27:07
Ghatkopar,135.0,46.65,4400.07,2024-11-24 18:27:12
Malad,427.71,350.55,2472.42,2024-11-24 18:27:17
Colaba,40.11,419.6,2227.63,2024-11-24 18:27:22
Kandivali,71.51,64.81,3647.51,2024-11-24 18:27:27
Nariman Point,11.79,356.96,1814.77,2024-11-24 18:27:32
Parel,492.97,428.86,2316.07,2024-11-24 18:27:37
Khar,9.11,481.82,4572.62,2024-11-24 18:27:42
Chembur,83.16,465.65,939.65,2024-11-24 18:27:48
Thane,167.17,144.57,4405.6,2024-11-24 18:27:53
Andheri,49.51,180.71,672.09,2024-11-24 18:27:58
Borivali,385.88,271.24,358.53,2024-11-24 18:28:03
Worli,476.96,414.72,2070.27,2024-11-24 18:28:08
