location,temperature,humidity,rainfall,wind_speed,timestamp
Kandivali East,4.42,44,77.27,17.22,2024-11-24 17:49:46
Sion,8.42,37,119.65,10.95,2024-11-24 17:49:51
Ghatkopar,33.97,39,30.87,7.64,2024-11-24 17:49:56
Lower Parel,35.93,34,141.33,15.36,2024-11-24 17:50:01
Worli,-5.13,79,60.13,5.22,2024-11-24 17:50:06
Versova,29.45,46,24.75,15.59,2024-11-24 17:50:11
Dadar,-7.41,37,114.46,10.8,2024-11-24 17:50:16
Jogeshwari,13.24,74,124.86,16.52,2024-11-24 17:50:21
Colaba,25.54,62,124.63,9.92,2024-11-24 17:50:26
Worli,8.61,42,9.81,19.69,2024-11-24 17:50:31
Parel,22.99,81,128.13,8.58,2024-11-24 17:50:36
Khar,12.63,29,146.92,0.37,2024-11-24 17:50:41
Sion,35.79,68,100.11,4.58,2024-11-24 17:50:46
Mahalaxmi,5.27,56,117.08,15.12,2024-11-24 17:50:51
Borivali,-2.46,95,144.59,14.51,2024-11-24 17:50:56
Dadar,19.45,46,180.95,11.72,2024-11-24 17:51:01
Ghatkopar,34.93,25,60.26,19.7,2024-11-24 17:51:06
Versova,19.57,51,198.99,17.07,2024-11-24 17:51:11
Nariman Point,15.01,36,78.94,17.52,2024-11-24 17:51:16
Sion,33.97,55,74.71,7.78,2024-11-24 17:51:21
Sion,38.72,77,143.37,4.63,2024-11-24 17:51:26
Matunga,-5.08,80,58.19,15.97,2024-11-24 17:51:31
Kandivali,30.62,43,17.86,12.48,2024-11-24 17:51:36
Dahisar,-3.72,97,73.84,17.27,2024-11-24 17:51:41
Bandra,-4.45,80,95.71,14.49,2024-11-24 17:51:46
Kandivali East,-1.23,89,185.73,12.27,2024-11-24 17:51:51
Colaba,-5.29,42,151.18,14.05,2024-11-24 17:51:56
Khar,20.98,97,18.48,5.92,2024-11-24 17:52:01
Jogeshwari,1.3,30,86.26,16.23,2024-11-24 17:52:06
Versova,25.96,29,121.5,19.07,2024-11-24 17:52:11
Kandivali,24.66,95,82.66,2.32,2024-11-24 17:52:16
Dadar,27.29,82,82.09,1.08,2024-11-24 17:52:21
Bandra,4.92,86,30.62,0.29,2024-11-24 17:52:26
Dahisar,1.31,70,149.46,18.28,2024-11-24 17:52:31
Mulund,-9.51,58,197.84,9.26,2024-11-24 17:52:36
Bandra,32.47,100,23.9,16.24,2024-11-24 17:52:41
Prabhadevi,27.94,33,61.88,11.58,2024-11-24 17:52:46
Chembur,9.09,56,16.74,8.79,2024-11-24 17:52:51
Sion,26.66,30,65.64,5.03,2024-11-24 17:52:56
Worli,26.4,55,38.52,19.58,2024-11-24 17:53:01
Lower Parel,21.45,88,66.74,14.05,2024-11-24 17:53:06
Worli,37.8,57,162.57,12.05,2024-11-24 17:53:11
Sion,25.11,63,1.78,0.61,2024-11-24 17:53:16
Kandivali East,13.95,22,79.38,15.48,2024-11-24 17:53:21
Ghatkopar,-5.52,60,6.46,4.88,2024-11-24 17:53:26
Chembur,17.14,60,95.95,16.4,2024-11-24 17:53:31
Lower Parel,35.84,37,61.51,9.58,2024-11-24 17:53:36
Worli,0.29,92,141.39,15.34,2024-11-24 17:53:42
Jogeshwari,14.13,97,76.06,0.58,2024-11-24 17:53:47
Matunga,-9.3,80,156.89,15.89,2024-11-24 17:53:52
Kandivali West,20.72,92,195.54,1.77,2024-11-24 17:53:57
Dahisar,21.52,77,62.1,3.67,2024-11-24 17:54:02
Ghatkopar,37.6,76,60.35,17.3,2024-11-24 17:54:07
Mahalaxmi,-3.03,79,60.44,1.73,2024-11-24 17:54:12
Vashi,5.48,56,59.45,12.26,2024-11-24 17:54:17
Versova,21.46,73,30.13,9.54,2024-11-24 17:54:22
Kurla,-5.91,65,169.15,5.04,2024-11-24 17:54:27
Kurla,5.95,31,133.83,11.33,2024-11-24 17:54:32
Mulund,15.5,77,162.83,11.1,2024-11-24 17:54:37
Nariman Point,8.71,66,83.47,11.37,2024-11-24 17:54:42
Bandra,20.18,57,168.12,17.23,2024-11-24 17:54:47
Malad,-1.34,65,117.09,12.52,2024-11-24 17:54:52
Ghatkopar,23.14,59,136.78,11.67,2024-11-24 17:54:57
Ghatkopar,5.97,50,170.75,15.16,2024-11-24 17:55:02
Vashi,31.18,82,138.73,3.4,2024-11-24 17:55:07
Thane,-7.65,50,166.98,15.13,2024-11-24 17:55:12
Mulund,27.44,50,133.45,18.96,2024-11-24 17:55:17
Sion,16.02,44,165.7,2.56,2024-11-24 17:55:22
Marine Drive,-9.05,72,159.93,12.73,2024-11-24 17:55:27
Bhayandar,33.95,48,88.55,8.53,2024-11-24 17:55:32
Parel,3.75,44,82.4,1.34,2024-11-24 17:55:37
Lower Parel,20.52,39,36.37,18.57,2024-11-24 17:55:42
Khar,-8.02,80,138.09,14.98,2024-11-24 17:55:47
Colaba,25.46,60,59.03,2.07,2024-11-24 17:55:52
Vile Parle,36.32,55,190.98,14.98,2024-11-24 17:55:57
Bandra,1.61,94,47.83,10.62,2024-11-24 17:56:02
Mahalaxmi,37.97,26,98.13,11.42,2024-11-24 17:56:07
Malad,-9.83,20,145.03,12.94,2024-11-24 17:56:12
Nariman Point,26.08,46,85.65,10.4,2024-11-24 17:56:17
Kandivali East,-0.91,40,173.03,2.79,2024-11-24 17:56:22
Malad,1.39,37,173.91,13.31,2024-11-24 17:56:27
Chembur,32.04,31,0.72,15.54,2024-11-24 17:56:32
Vashi,4.05,42,44.69,16.09,2024-11-24 17:56:37
Nariman Point,-4.88,25,48.88,5.5,2024-11-24 17:56:42
Borivali,3.01,24,14.13,12.76,2024-11-24 17:56:47
Kandivali East,15.11,81,98.62,19.63,2024-11-24 17:56:52
Malad,22.29,98,109.1,4.25,2024-11-24 17:56:57
Marine Drive,-5.5,59,52.46,3.02,2024-11-24 17:57:02
Thane,22.06,64,61.45,12.98,2024-11-24 17:57:07
Malad,7.54,30,142.97,11.57,2024-11-24 17:57:12
Sion,25.78,20,174.95,2.61,2024-11-24 17:57:17
Thane,29.32,96,53.75,17.73,2024-11-24 17:57:22
Khar,-7.61,53,115.74,7.79,2024-11-24 17:57:27
Kandivali,30.09,54,152.06,8.72,2024-11-24 17:57:32
Mahalaxmi,17.0,75,46.1,5.78,2024-11-24 17:57:37
Parel,27.42,71,64.22,16.46,2024-11-24 17:57:42
Dahisar,2.16,39,36.23,6.96,2024-11-24 17:57:47
Kandivali West,10.01,29,164.58,1.39,2024-11-24 17:57:52
Kurla,5.69,47,60.79,14.41,2024-11-24 17:57:57
Borivali,27.0,49,0.23,5.39,2024-11-24 17:58:02
Vashi,1.72,95,7.61,14.74,2024-11-24 17:58:07
Khar,10.03,46,42.71,18.91,2024-11-24 17:58:12
Vashi,5.09,95,174.15,17.2,2024-11-24 17:58:17
Bhayandar,10.8,26,69.46,4.79,2024-11-24 17:58:22
Vile Parle,29.51,87,106.59,11.03,2024-11-24 17:58:27
Sion,38.37,38,32.13,16.55,2024-11-24 17:58:32
Thane,11.57,92,111.48,0.89,2024-11-24 17:58:37
Kurla,4.9,85,141.16,14.98,2024-11-24 17:58:42
Andheri,20.81,84,105.45,10.83,2024-11-24 17:58:47
Thane,19.26,70,155.44,15.03,2024-11-24 17:58:52
Chembur,3.14,91,126.02,17.52,2024-11-24 17:58:57
Chembur,7.26,45,47.03,11.81,2024-11-24 17:59:02
Andheri,37.09,50,116.38,8.83,2024-11-24 17:59:07
Bhayandar,11.66,38,159.33,16.19,2024-11-24 17:59:12
Bhayandar,12.76,88,98.23,9.76,2024-11-24 17:59:17
Colaba,20.46,30,96.17,9.41,2024-11-24 17:59:22
Marine Drive,13.35,25,28.03,9.89,2024-11-24 17:59:27
Prabhadevi,24.18,43,192.23,10.62,2024-11-24 17:59:32
Parel,33.39,77,120.93,14.5,2024-11-24 17:59:37
Kandivali East,36.68,22,42.05,12.76,2024-11-24 17:59:42
Andheri,-6.31,48,112.23,7.49,2024-11-24 17:59:47
Mulund,25.32,81,95.61,3.53,2024-11-24 17:59:52
Colaba,30.66,32,12.09,1.55,2024-11-24 17:59:57
Santacruz,18.51,59,191.88,3.72,2024-11-24 18:00:02
Kandivali,15.09,73,53.46,9.18,2024-11-24 18:00:07
Nariman Point,19.58,26,184.79,17.82,2024-11-24 18:00:12
Kandivali,31.33,49,155.08,12.8,2024-11-24 18:00:18
Saki Naka,13.21,28,109.05,0.69,2024-11-24 18:00:23
Versova,-7.72,65,55.63,6.92,2024-11-24 18:00:28
Lower Parel,25.92,70,34.37,11.46,2024-11-24 18:00:33
Versova,1.06,26,137.48,4.99,2024-11-24 18:00:38
Saki Naka,19.93,51,23.03,5.38,2024-11-24 18:00:43
Worli,24.2,45,9.74,17.67,2024-11-24 18:00:48
Malad,23.43,76,74.52,0.25,2024-11-24 18:00:53
Dahisar,14.39,87,65.49,7.26,2024-11-24 18:00:58
Dahisar,34.63,100,23.39,13.11,2024-11-24 18:01:03
Mulund,25.48,82,180.57,10.61,2024-11-24 18:01:08
Prabhadevi,8.8,66,22.89,2.9,2024-11-24 18:01:13
Kandivali West,23.69,69,97.79,12.97,2024-11-24 18:01:18
Marine Drive,1.32,75,197.25,17.29,2024-11-24 18:01:23
Jogeshwari,6.13,81,195.04,19.59,2024-11-24 18:01:28
Khar,10.16,69,0.38,11.02,2024-11-24 18:01:33
Colaba,7.33,83,48.63,0.86,2024-11-24 18:01:38
Lower Parel,24.44,84,107.98,16.96,2024-11-24 18:01:43
Kurla,1.84,90,15.0,6.27,2024-11-24 18:01:48
Kurla,39.67,76,121.07,4.25,2024-11-24 18:01:53
Kandivali West,-1.97,94,63.41,6.4,2024-11-24 18:01:58
Dadar,-4.8,21,39.04,9.62,2024-11-24 18:02:03
Santacruz,11.51,97,92.85,19.24,2024-11-24 18:02:08
Sion,38.25,21,20.15,11.96,2024-11-24 18:02:13
Kurla,36.2,35,143.07,7.8,2024-11-24 18:02:18
Bandra,3.36,32,165.88,15.52,2024-11-24 18:02:23
Chembur,5.26,65,137.95,16.84,2024-11-24 18:02:28
Colaba,34.8,33,49.56,9.22,2024-11-24 18:02:33
Versova,35.34,69,24.02,1.99,2024-11-24 18:02:38
Bhayandar,7.97,56,89.19,17.2,2024-11-24 18:02:43
Lower Parel,37.82,84,10.76,13.82,2024-11-24 18:02:48
Kandivali East,18.86,76,16.4,6.92,2024-11-24 18:02:53
Sion,34.67,20,99.51,13.08,2024-11-24 18:02:58
Kurla,13.09,71,11.22,8.86,2024-11-24 18:03:03
Nariman Point,9.08,44,166.23,3.49,2024-11-24 18:03:08
Santacruz,26.91,93,185.37,8.53,2024-11-24 18:03:13
Kandivali West,31.59,21,193.32,7.73,2024-11-24 18:03:18
Sion,16.86,54,53.92,9.37,2024-11-24 18:03:23
Jogeshwari,24.92,97,118.67,15.37,2024-11-24 18:03:28
Dadar,7.51,81,116.45,8.35,2024-11-24 18:03:33
Kurla,17.81,69,54.36,10.47,2024-11-24 18:03:38
Kurla,9.14,95,185.29,11.89,2024-11-24 18:03:43
Kandivali West,39.04,42,195.13,13.09,2024-11-24 18:03:48
Andheri,24.03,59,20.59,10.6,2024-11-24 18:03:53
Colaba,-3.97,74,136.56,3.11,2024-11-24 18:03:58
Malad,14.52,98,61.37,11.58,2024-11-24 18:04:03
Marine Drive,28.96,83,117.58,16.61,2024-11-24 18:04:08
Thane,-4.96,79,157.9,11.19,2024-11-24 18:04:13
Mahalaxmi,-7.11,86,83.02,2.36,2024-11-24 18:04:18
Mahalaxmi,11.77,94,169.64,12.65,2024-11-24 18:04:23
Dahisar,20.27,64,179.49,12.05,2024-11-24 18:04:28
Vashi,10.03,65,198.65,3.09,2024-11-24 18:04:33
Nariman Point,11.16,79,35.27,4.81,2024-11-24 18:04:38
Kandivali East,-5.87,24,130.27,18.07,2024-11-24 18:04:43
Versova,27.77,79,62.2,1.1,2024-11-24 18:04:48
Nariman Point,24.4,47,38.23,19.55,2024-11-24 18:04:53
Kandivali East,-9.38,31,140.0,1.06,2024-11-24 18:04:58
Thane,-6.98,52,111.81,10.05,2024-11-24 18:05:03
Dahisar,3.81,86,193.71,14.3,2024-11-24 18:05:08
Colaba,-6.57,40,195.71,3.8,2024-11-24 18:05:13
Jogeshwari,32.65,57,135.42,0.61,2024-11-24 18:05:18
Parel,-4.38,87,58.01,3.62,2024-11-24 18:05:23
Chembur,-0.79,82,6.29,14.35,2024-11-24 18:05:29
Matunga,8.85,54,170.97,18.73,2024-11-24 18:05:34
Marine Drive,38.44,61,186.87,18.3,2024-11-24 18:05:39
Matunga,25.71,27,131.71,16.44,2024-11-24 18:05:44
Dahisar,8.21,53,105.0,16.79,2024-11-24 18:05:49
Andheri,27.36,79,147.8,1.65,2024-11-24 18:05:54
Jogeshwari,38.29,81,117.74,14.92,2024-11-24 18:05:59
Bhayandar,38.09,46,141.74,8.51,2024-11-24 18:06:04
Kandivali,-6.83,91,148.93,4.43,2024-11-24 18:06:09
Kurla,-2.55,28,144.95,8.95,2024-11-24 18:06:14
Khar,3.98,23,117.97,12.68,2024-11-24 18:06:19
Sion,22.24,25,177.95,7.84,2024-11-24 18:06:24
Mahalaxmi,15.12,79,167.51,18.41,2024-11-24 18:06:29
Chembur,25.34,95,149.36,14.53,2024-11-24 18:06:34
Parel,-2.33,92,93.33,18.65,2024-11-24 18:06:39
Parel,12.9,75,177.31,12.76,2024-11-24 18:06:44
Lower Parel,-9.16,66,155.0,7.83,2024-11-24 18:06:49
Prabhadevi,24.12,73,160.73,4.44,2024-11-24 18:06:54
Bandra,39.32,63,90.21,9.18,2024-11-24 18:06:59
Prabhadevi,21.46,34,10.59,7.26,2024-11-24 18:07:04
Worli,33.04,89,68.74,14.07,2024-11-24 18:07:09
Mahalaxmi,23.78,81,76.89,13.99,2024-11-24 18:07:14
Dadar,24.57,67,51.02,6.62,2024-11-24 18:07:19
Dahisar,39.12,35,56.23,13.8,2024-11-24 18:07:24
Thane,11.26,88,153.96,9.64,2024-11-24 18:07:29
Borivali,38.49,47,107.36,3.72,2024-11-24 18:07:34
Kandivali,32.5,85,136.74,16.52,2024-11-24 18:07:39
Colaba,10.25,36,88.7,13.59,2024-11-24 18:07:44
Thane,16.41,100,83.57,17.78,2024-11-24 18:07:49
Lower Parel,2.27,67,72.51,13.35,2024-11-24 18:07:54
Lower Parel,27.05,63,116.45,0.07,2024-11-24 18:07:59
Vile Parle,0.8,70,20.08,6.61,2024-11-24 18:08:04
Matunga,6.7,60,184.63,18.39,2024-11-24 18:08:09
Mulund,14.2,81,18.61,13.33,2024-11-24 18:08:15
Santacruz,34.92,36,156.66,6.49,2024-11-24 18:08:20
Jogeshwari,28.68,74,76.09,8.68,2024-11-24 18:08:25
Kandivali East,14.71,82,80.35,13.54,2024-11-24 18:08:30
Jogeshwari,39.39,39,12.87,5.59,2024-11-24 18:08:35
Bhayandar,5.93,30,115.31,11.15,2024-11-24 18:08:40
Kandivali East,25.82,43,61.25,1.34,2024-11-24 18:08:45
Prabhadevi,-6.18,51,114.87,4.35,2024-11-24 18:08:50
Nariman Point,35.82,92,62.99,1.76,2024-11-24 18:08:55
Kandivali West,30.03,77,103.24,14.67,2024-11-24 18:09:00
Mulund,15.7,34,140.33,7.82,2024-11-24 18:09:05
Kurla,39.27,28,190.48,11.04,2024-11-24 18:09:10
Chembur,12.78,70,179.56,0.77,2024-11-24 18:09:15
Bandra,-8.1,24,34.89,9.44,2024-11-24 18:09:20
Worli,-4.49,75,45.46,6.75,2024-11-24 18:09:25
Kandivali East,33.26,98,88.97,3.68,2024-11-24 18:09:30
Dadar,34.7,52,176.08,13.55,2024-11-24 18:09:35
Khar,8.15,81,0.08,12.49,2024-11-24 18:09:40
Borivali,30.51,56,76.89,11.07,2024-11-24 18:09:45
Marine Drive,23.02,76,87.98,13.37,2024-11-24 18:09:50
Jogeshwari,39.13,64,13.8,5.02,2024-11-24 18:09:55
Kandivali East,23.8,42,108.31,5.49,2024-11-24 18:10:00
Malad,4.95,24,170.8,9.67,2024-11-24 18:10:05
Bhayandar,-1.09,28,100.63,5.36,2024-11-24 18:10:10
Kurla,18.08,73,91.38,0.54,2024-11-24 18:10:15
Mulund,10.47,60,44.87,1.16,2024-11-24 18:10:20
Thane,21.22,59,47.2,6.16,2024-11-24 18:10:25
Bhayandar,14.37,73,43.85,4.56,2024-11-24 18:10:30
Sion,24.79,68,122.91,14.63,2024-11-24 18:10:35
Dadar,4.41,62,166.46,8.55,2024-11-24 18:10:40
Nariman Point,7.9,36,65.72,10.59,2024-11-24 18:10:45
Thane,21.59,86,185.81,12.42,2024-11-24 18:10:50
Kandivali,29.79,60,82.45,15.35,2024-11-24 18:10:55
Matunga,2.17,57,43.7,14.48,2024-11-24 18:11:00
Kandivali West,9.82,74,80.5,10.72,2024-11-24 18:11:05
Vashi,4.51,76,49.17,7.6,2024-11-24 18:11:10
Thane,13.31,65,43.02,15.95,2024-11-24 18:11:15
Parel,-9.55,93,100.44,16.85,2024-11-24 18:11:20
Thane,-5.62,38,165.87,4.36,2024-11-24 18:11:25
Kandivali East,-6.01,21,143.02,7.09,2024-11-24 18:11:30
Worli,22.97,93,172.99,18.8,2024-11-24 18:11:35
Prabhadevi,25.81,39,80.8,19.3,2024-11-24 18:11:40
Chembur,35.8,98,49.43,14.19,2024-11-24 18:11:45
Santacruz,39.12,65,118.19,13.25,2024-11-24 18:11:50
Parel,-0.69,21,80.99,13.39,2024-11-24 18:11:55
Kandivali East,16.55,48,162.56,10.24,2024-11-24 18:12:00
Colaba,-5.41,70,189.17,7.45,2024-11-24 18:12:05
Kandivali,2.38,83,96.2,6.21,2024-11-24 18:12:10
Vile Parle,11.55,29,61.58,6.35,2024-11-24 18:12:15
Vile Parle,-7.75,81,19.16,0.46,2024-11-24 18:12:20
Borivali,31.37,71,110.24,11.09,2024-11-24 18:12:25
Mulund,11.78,32,153.57,7.18,2024-11-24 18:12:30
Dadar,25.42,32,137.65,11.6,2024-11-24 18:12:35
Mulund,14.23,93,122.07,9.93,2024-11-24 18:12:40
Khar,-2.72,47,59.45,6.16,2024-11-24 18:12:45
Kandivali East,27.95,40,168.39,2.71,2024-11-24 18:12:50
Nariman Point,16.52,27,80.82,0.22,2024-11-24 18:12:55
Andheri,3.05,36,44.31,9.6,2024-11-24 18:13:00
Vashi,19.11,93,139.03,10.13,2024-11-24 18:13:05
Kandivali,-1.91,62,174.0,12.05,2024-11-24 18:13:10
Versova,31.95,58,189.83,11.71,2024-11-24 18:13:15
Bandra,-5.57,46,114.12,17.88,2024-11-24 18:13:20
Kandivali East,1.62,80,70.62,16.1,2024-11-24 18:13:25
Chembur,32.9,20,73.6,1.26,2024-11-24 18:13:30
Bhayandar,3.64,63,9.13,16.2,2024-11-24 18:13:35
Jogeshwari,19.36,68,149.36,1.54,2024-11-24 18:13:40
Dadar,31.23,76,108.38,14.2,2024-11-24 18:13:45
Kandivali East,5.75,32,67.47,6.09,2024-11-24 18:13:50
Kurla,-2.46,76,89.37,5.61,2024-11-24 18:13:56
Worli,4.88,36,63.68,6.82,2024-11-24 18:14:01
Matunga,15.2,48,147.04,17.14,2024-11-24 18:14:06
Borivali,-2.95,70,195.41,2.56,2024-11-24 18:14:11
Nariman Point,22.71,97,32.09,7.49,2024-11-24 18:14:16
Colaba,-6.75,94,84.95,1.22,2024-11-24 18:14:21
Parel,-8.27,64,133.34,0.92,2024-11-24 18:14:26
Nariman Point,13.55,78,195.87,8.39,2024-11-24 18:14:31
Kandivali,20.89,41,54.83,5.66,2024-11-24 18:14:36
Santacruz,4.93,78,155.11,19.19,2024-11-24 18:14:41
Chembur,17.96,44,47.65,10.6,2024-11-24 18:14:46
Borivali,27.15,90,101.12,12.98,2024-11-24 18:14:51
Lower Parel,-9.21,72,100.18,12.7,2024-11-24 18:14:56
Santacruz,15.73,40,99.81,5.72,2024-11-24 18:15:01
Malad,12.88,28,77.66,8.7,2024-11-24 18:15:06
Dadar,22.73,38,11.18,4.18,2024-11-24 18:15:11
Andheri,-5.48,98,2.09,3.47,2024-11-24 18:15:16
Nariman Point,4.94,87,61.66,7.77,2024-11-24 18:15:21
Prabhadevi,29.02,67,195.61,5.49,2024-11-24 18:15:26
Khar,3.45,61,16.51,4.36,2024-11-24 18:15:31
Jogeshwari,5.72,49,45.31,3.7,2024-11-24 18:15:36
Kurla,-8.76,87,185.35,0.37,2024-11-24 18:15:41
Thane,36.12,54,190.06,17.69,2024-11-24 18:15:46
Thane,-3.62,92,83.22,1.47,2024-11-24 18:15:51
Bandra,3.78,33,72.1,6.19,2024-11-24 18:15:56
Colaba,9.57,50,62.99,15.17,2024-11-24 18:16:01
Mahalaxmi,32.88,43,26.86,1.85,2024-11-24 18:16:06
Bandra,4.31,45,181.72,10.76,2024-11-24 18:16:11
Jogeshwari,7.72,49,103.22,5.6,2024-11-24 18:16:16
Worli,24.87,75,3.1,10.32,2024-11-24 18:16:21
Versova,26.23,82,119.42,15.89,2024-11-24 18:16:26
Mahalaxmi,31.72,84,120.42,9.61,2024-11-24 18:16:31
Marine Drive,-7.67,26,177.63,4.05,2024-11-24 18:16:36
Khar,7.2,32,152.11,8.6,2024-11-24 18:16:41
Borivali,29.26,59,1.43,9.64,2024-11-24 18:16:46
Mulund,11.88,50,89.65,6.47,2024-11-24 18:16:51
Dahisar,23.81,21,79.89,16.53,2024-11-24 18:16:56
Saki Naka,8.31,75,31.53,16.5,2024-11-24 18:17:01
Nariman Point,-5.8,28,152.03,6.8,2024-11-24 18:17:06
Malad,-1.52,95,189.78,10.87,2024-11-24 18:17:11
Nariman Point,25.59,33,171.58,2.64,2024-11-24 18:17:16
Kandivali,18.98,97,18.93,14.08,2024-11-24 18:17:21
Kurla,25.55,95,92.23,6.49,2024-11-24 18:17:26
Kandivali West,-9.9,27,100.0,7.81,2024-11-24 18:17:31
Dahisar,14.24,75,161.09,9.51,2024-11-24 18:17:36
Kandivali,40.0,53,188.26,1.08,2024-11-24 18:17:41
Lower Parel,-9.83,35,78.34,16.63,2024-11-24 18:17:46
Lower Parel,11.6,28,195.76,16.22,2024-11-24 18:17:51
Colaba,3.45,81,122.1,4.18,2024-11-24 18:17:56
Dahisar,32.23,83,147.27,13.2,2024-11-24 18:18:01
Parel,27.87,45,23.5,16.24,2024-11-24 18:18:06
Matunga,19.1,75,32.18,0.47,2024-11-24 18:18:11
Mulund,11.08,28,31.25,17.41,2024-11-24 18:18:16
Bhayandar,1.27,86,40.99,17.1,2024-11-24 18:18:21
Marine Drive,14.45,76,146.3,1.81,2024-11-24 18:18:26
Sion,-1.11,62,178.28,0.98,2024-11-24 18:18:31
Versova,26.92,89,194.71,11.33,2024-11-24 18:18:36
Prabhadevi,16.32,92,15.63,15.65,2024-11-24 18:18:41
Kandivali East,20.43,91,198.29,11.6,2024-11-24 18:18:46
Vashi,2.54,84,97.95,10.39,2024-11-24 18:18:51
Matunga,14.62,83,18.95,11.33,2024-11-24 18:18:56
Vile Parle,22.83,95,102.09,12.65,2024-11-24 18:19:01
Mahalaxmi,-8.42,47,129.98,18.08,2024-11-24 18:19:06
Kandivali,17.12,54,166.09,2.7,2024-11-24 18:19:11
Bandra,-1.51,58,176.73,13.15,2024-11-24 18:19:16
Jogeshwari,5.43,45,108.14,0.48,2024-11-24 18:19:21
Saki Naka,35.8,76,57.45,18.58,2024-11-24 18:19:26
Nariman Point,-7.92,35,145.77,16.58,2024-11-24 18:19:31
Marine Drive,38.47,89,86.92,13.09,2024-11-24 18:19:36
Colaba,37.13,70,73.72,6.73,2024-11-24 18:19:41
Borivali,-3.28,82,23.43,19.54,2024-11-24 18:19:46
Matunga,36.81,71,132.33,9.97,2024-11-24 18:19:51
Vile Parle,-3.16,73,35.74,2.77,2024-11-24 18:19:56
Marine Drive,33.42,72,53.11,2.11,2024-11-24 18:20:01
Thane,3.91,58,25.96,14.78,2024-11-24 18:20:06
Versova,6.83,76,48.16,8.62,2024-11-24 18:20:11
Dadar,12.95,89,108.11,1.57,2024-11-24 18:20:16
Parel,3.13,79,33.26,0.78,2024-11-24 18:20:21
Khar,13.42,35,132.52,3.98,2024-11-24 18:20:26
Versova,-0.29,67,6.52,15.17,2024-11-24 18:20:31
Jogeshwari,12.65,30,161.62,14.94,2024-11-24 18:20:36
Santacruz,-7.07,83,90.42,2.39,2024-11-24 18:20:41
Marine Drive,14.99,34,129.13,19.58,2024-11-24 18:20:46
Bandra,25.99,62,187.56,11.81,2024-11-24 18:20:51
Nariman Point,38.18,75,163.07,8.5,2024-11-24 18:20:56
Colaba,37.93,44,78.79,17.46,2024-11-24 18:21:01
Khar,28.72,40,95.61,6.69,2024-11-24 18:21:06
Dadar,31.71,39,198.73,15.5,2024-11-24 18:21:11
Malad,12.65,56,161.57,3.31,2024-11-24 18:21:17
Ghatkopar,31.09,32,109.33,0.62,2024-11-24 18:21:22
Worli,38.83,99,119.77,5.19,2024-11-24 18:21:27
Kandivali East,29.21,98,183.38,1.32,2024-11-24 18:21:32
Kandivali,4.33,25,68.66,19.75,2024-11-24 18:21:37
Vashi,8.11,99,134.8,13.07,2024-11-24 18:21:42
Dadar,36.03,54,130.66,9.33,2024-11-24 18:21:47
Mulund,35.76,73,16.69,7.89,2024-11-24 18:21:52
Matunga,-3.71,53,154.87,16.05,2024-11-24 18:21:57
Parel,26.31,85,100.24,17.67,2024-11-24 18:22:02
Worli,10.56,64,165.45,17.12,2024-11-24 18:22:07
Matunga,24.28,43,139.81,18.32,2024-11-24 18:22:12
Prabhadevi,7.23,22,2.1,3.03,2024-11-24 18:22:17
Parel,25.65,86,124.03,11.42,2024-11-24 18:22:22
Kurla,36.96,85,8.68,2.94,2024-11-24 18:22:27
Bandra,9.78,36,135.96,3.87,2024-11-24 18:22:32
Vashi,28.44,42,137.25,9.48,2024-11-24 18:22:37
Dahisar,14.77,39,144.08,3.92,2024-11-24 18:22:42
Kandivali West,30.73,54,179.07,12.64,2024-11-24 18:22:47
Kandivali East,39.8,83,149.72,0.01,2024-11-24 18:22:52
Bhayandar,-2.77,50,80.84,16.62,2024-11-24 18:22:57
Jogeshwari,15.3,100,82.34,8.86,2024-11-24 18:23:02
Santacruz,14.73,32,38.66,15.8,2024-11-24 18:23:07
Kurla,23.28,67,23.43,7.68,2024-11-24 18:23:12
Dahisar,5.7,64,13.08,6.79,2024-11-24 18:23:17
Vashi,22.98,26,97.09,5.25,2024-11-24 18:23:22
Khar,24.52,28,144.82,12.16,2024-11-24 18:23:27
Thane,1.98,84,131.98,1.42,2024-11-24 18:23:32
Nariman Point,5.15,82,117.94,12.53,2024-11-24 18:23:37
Kurla,-3.06,35,191.44,13.03,2024-11-24 18:23:42
Kandivali West,-9.57,29,44.91,9.78,2024-11-24 18:23:47
Borivali,21.38,63,64.77,4.7,2024-11-24 18:23:52
Parel,18.19,99,146.09,12.93,2024-11-24 18:23:57
Chembur,12.43,96,49.62,11.32,2024-11-24 18:24:02
Saki Naka,31.91,52,60.66,10.17,2024-11-24 18:24:07
Kurla,0.45,21,170.65,1.91,2024-11-24 18:24:12
Santacruz,33.53,73,124.28,16.46,2024-11-24 18:24:17
Nariman Point,15.3,33,1.26,14.87,2024-11-24 18:24:22
Vile Parle,38.62,42,90.91,15.3,2024-11-24 18:24:27
Kurla,17.45,54,95.82,8.42,2024-11-24 18:24:32
Worli,27.05,75,199.67,2.77,2024-11-24 18:24:37
Santacruz,8.13,34,80.1,16.17,2024-11-24 18:24:42
Prabhadevi,-2.32,68,129.85,17.8,2024-11-24 18:24:47
Bhayandar,13.01,70,173.7,19.01,2024-11-24 18:24:52
Parel,37.89,77,158.19,9.95,2024-11-24 18:24:57
Kandivali,-9.42,42,35.05,8.85,2024-11-24 18:25:02
Marine Drive,8.78,60,29.75,14.97,2024-11-24 18:25:07
