location,vehicle_count,average_speed,congestion_level,timestamp
Worli,386,55.82,High,2024-11-24 17:56:02
Dahisar,617,42.86,Low,2024-11-24 17:56:07
Bhayandar,488,45.46,High,2024-11-24 17:56:12
Kurla,258,61.06,Low,2024-11-24 17:56:17
Borivali,796,98.0,Low,2024-11-24 17:56:22
Parel,860,70.27,Low,2024-11-24 17:56:27
Kandivali West,323,84.01,Moderate,2024-11-24 17:56:32
Dahisar,272,45.33,High,2024-11-24 17:56:37
Ghatkopar,394,40.87,Moderate,2024-11-24 17:56:42
Santacruz,641,42.6,High,2024-11-24 17:56:47
Nariman Point,108,87.3,Moderate,2024-11-24 17:56:52
Lower Parel,369,94.4,Moderate,2024-11-24 17:56:57
Kandivali West,233,64.09,Low,2024-11-24 17:57:02
Dadar,505,52.37,Moderate,2024-11-24 17:57:07
Malad,591,37.07,Low,2024-11-24 17:57:12
Andheri,566,98.34,Moderate,2024-11-24 17:57:17
Khar,78,49.4,Moderate,2024-11-24 17:57:22
Malad,292,48.42,High,2024-11-24 17:57:27
Ghatkopar,187,38.62,Low,2024-11-24 17:57:32
Kurla,208,48.58,High,2024-11-24 17:57:37
Sion,475,30.89,Moderate,2024-11-24 17:57:42
Kandivali,942,83.03,High,2024-11-24 17:57:47
Parel,117,63.63,Moderate,2024-11-24 17:57:52
Malad,447,71.45,High,2024-11-24 17:57:57
Matunga,886,99.29,High,2024-11-24 17:58:02
Kandivali East,929,39.96,Moderate,2024-11-24 17:58:07
Chembur,458,22.27,Moderate,2024-11-24 17:58:12
Kurla,388,84.97,Low,2024-11-24 17:58:17
Lower Parel,568,61.62,High,2024-11-24 17:58:22
Kandivali,248,66.08,Moderate,2024-11-24 17:58:27
Dahisar,128,71.95,High,2024-11-24 17:58:32
Kurla,435,23.05,Low,2024-11-24 17:58:37
Matunga,628,38.92,High,2024-11-24 17:58:42
Marine Drive,908,47.2,High,2024-11-24 17:58:47
Parel,252,90.8,Moderate,2024-11-24 17:58:52
Lower Parel,962,70.53,High,2024-11-24 17:58:57
Dahisar,170,71.72,High,2024-11-24 17:59:02
Kandivali West,680,73.6,Moderate,2024-11-24 17:59:07
Vashi,257,63.6,Moderate,2024-11-24 17:59:12
Malad,77,52.91,High,2024-11-24 17:59:17
Jogeshwari,93,99.32,Moderate,2024-11-24 17:59:22
Kandivali West,850,45.99,High,2024-11-24 17:59:27
Kurla,658,91.07,Low,2024-11-24 17:59:32
Vashi,413,25.77,Low,2024-11-24 17:59:37
Nariman Point,571,63.1,High,2024-11-24 17:59:42
Kandivali East,369,26.22,Moderate,2024-11-24 17:59:47
Jogeshwari,609,55.12,Low,2024-11-24 17:59:52
Andheri,186,54.22,Moderate,2024-11-24 17:59:57
Sion,409,25.7,Low,2024-11-24 18:00:02
Khar,626,35.47,High,2024-11-24 18:00:07
Santacruz,329,82.68,Low,2024-11-24 18:00:12
Borivali,794,26.41,High,2024-11-24 18:00:18
Ghatkopar,903,23.6,Low,2024-11-24 18:00:23
Parel,516,23.1,High,2024-11-24 18:00:28
Lower Parel,197,84.91,Low,2024-11-24 18:00:33
Nariman Point,658,76.48,Low,2024-11-24 18:00:38
Versova,932,63.55,Low,2024-11-24 18:00:43
Mulund,312,67.31,Low,2024-11-24 18:00:48
Mahalaxmi,203,48.51,High,2024-11-24 18:00:53
Dahisar,85,72.69,High,2024-11-24 18:00:58
Kandivali West,212,65.18,Moderate,2024-11-24 18:01:03
Prabhadevi,464,39.11,Moderate,2024-11-24 18:01:08
Santacruz,298,25.71,Low,2024-11-24 18:01:13
Jogeshwari,734,43.86,Moderate,2024-11-24 18:01:18
Lower Parel,951,98.17,High,2024-11-24 18:01:23
Ghatkopar,709,27.05,Low,2024-11-24 18:01:28
Thane,392,47.34,Moderate,2024-11-24 18:01:33
Chembur,849,78.5,High,2024-11-24 18:01:38
Vashi,448,94.53,Moderate,2024-11-24 18:01:43
Versova,705,82.6,High,2024-11-24 18:01:48
Andheri,509,23.2,Low,2024-11-24 18:01:53
Parel,130,29.01,High,2024-11-24 18:01:58
Malad,385,53.62,Low,2024-11-24 18:02:03
Jogeshwari,883,52.5,Low,2024-11-24 18:02:08
Mahalaxmi,649,60.25,Moderate,2024-11-24 18:02:13
Worli,746,72.77,High,2024-11-24 18:02:18
Kandivali East,127,58.73,Moderate,2024-11-24 18:02:23
Malad,837,67.28,Moderate,2024-11-24 18:02:28
Versova,759,88.0,Moderate,2024-11-24 18:02:33
Andheri,127,81.55,Low,2024-11-24 18:02:38
Kandivali West,877,40.2,Moderate,2024-11-24 18:02:43
Mahalaxmi,824,36.66,High,2024-11-24 18:02:48
Nariman Point,174,74.68,Low,2024-11-24 18:02:53
Sion,641,67.3,High,2024-11-24 18:02:58
Thane,365,69.33,Low,2024-11-24 18:03:03
Sion,176,54.56,Moderate,2024-11-24 18:03:08
Jogeshwari,630,38.74,Low,2024-11-24 18:03:13
Thane,390,85.18,Low,2024-11-24 18:03:18
Jogeshwari,574,68.68,High,2024-11-24 18:03:23
Santacruz,966,54.71,Low,2024-11-24 18:03:28
Bandra,555,65.01,Moderate,2024-11-24 18:03:33
Vashi,556,22.64,Moderate,2024-11-24 18:03:38
Lower Parel,344,33.29,Low,2024-11-24 18:03:43
Saki Naka,574,84.88,Moderate,2024-11-24 18:03:48
Mahalaxmi,554,30.84,High,2024-11-24 18:03:53
Jogeshwari,765,31.29,Moderate,2024-11-24 18:03:58
Sion,462,52.04,Moderate,2024-11-24 18:04:03
Kandivali West,491,86.59,Low,2024-11-24 18:04:08
Thane,763,39.14,Moderate,2024-11-24 18:04:13
Marine Drive,539,65.44,High,2024-11-24 18:04:18
Nariman Point,641,36.12,Moderate,2024-11-24 18:04:23
Khar,552,35.81,High,2024-11-24 18:04:28
Worli,84,20.93,Moderate,2024-11-24 18:04:33
Marine Drive,298,22.54,Low,2024-11-24 18:04:38
Malad,285,75.11,High,2024-11-24 18:04:43
Santacruz,68,24.58,Low,2024-11-24 18:04:48
Parel,526,34.54,High,2024-11-24 18:04:53
Ghatkopar,356,59.3,High,2024-11-24 18:04:58
Chembur,893,88.77,Low,2024-11-24 18:05:03
Bandra,754,55.02,Moderate,2024-11-24 18:05:08
Vile Parle,442,82.32,Low,2024-11-24 18:05:13
Nariman Point,978,87.47,Low,2024-11-24 18:05:18
Nariman Point,595,36.91,Low,2024-11-24 18:05:23
Worli,228,99.9,Moderate,2024-11-24 18:05:29
Lower Parel,128,85.0,Low,2024-11-24 18:05:34
Vashi,255,47.27,Low,2024-11-24 18:05:39
Vile Parle,699,61.21,Low,2024-11-24 18:05:44
Sion,608,78.0,Low,2024-11-24 18:05:49
Andheri,543,91.44,High,2024-11-24 18:05:54
Mahalaxmi,134,97.88,High,2024-11-24 18:05:59
Ghatkopar,901,60.0,Low,2024-11-24 18:06:04
Vile Parle,770,71.63,Moderate,2024-11-24 18:06:09
Matunga,268,67.4,High,2024-11-24 18:06:14
Worli,120,70.79,Low,2024-11-24 18:06:19
Colaba,576,71.93,High,2024-11-24 18:06:24
Santacruz,420,73.08,Moderate,2024-11-24 18:06:29
Ghatkopar,610,72.92,Low,2024-11-24 18:06:34
Kandivali West,140,67.66,Low,2024-11-24 18:06:39
Andheri,399,86.55,Moderate,2024-11-24 18:06:44
Dahisar,337,49.73,High,2024-11-24 18:06:49
Vashi,235,64.96,High,2024-11-24 18:06:54
Mulund,478,68.52,Moderate,2024-11-24 18:06:59
Marine Drive,550,74.52,Moderate,2024-11-24 18:07:04
Mahalaxmi,937,79.52,Moderate,2024-11-24 18:07:09
Andheri,227,98.64,Moderate,2024-11-24 18:07:14
Parel,548,48.26,Low,2024-11-24 18:07:19
Worli,377,49.57,High,2024-11-24 18:07:24
Chembur,633,52.83,High,2024-11-24 18:07:29
Kandivali,813,87.7,High,2024-11-24 18:07:34
Borivali,200,50.22,Moderate,2024-11-24 18:07:39
Matunga,392,95.86,High,2024-11-24 18:07:44
Chembur,861,84.66,Moderate,2024-11-24 18:07:49
Dadar,113,75.34,High,2024-11-24 18:07:54
Andheri,664,34.96,Low,2024-11-24 18:07:59
Worli,99,20.43,High,2024-11-24 18:08:04
Dadar,803,79.18,Low,2024-11-24 18:08:09
Marine Drive,899,23.86,Moderate,2024-11-24 18:08:14
Vile Parle,650,67.86,High,2024-11-24 18:08:20
Vile Parle,746,66.05,Moderate,2024-11-24 18:08:25
Kurla,340,48.24,High,2024-11-24 18:08:30
Kurla,274,35.28,Moderate,2024-11-24 18:08:35
Borivali,448,81.71,High,2024-11-24 18:08:40
Ghatkopar,715,43.93,High,2024-11-24 18:08:45
Marine Drive,408,63.89,Low,2024-11-24 18:08:50
Khar,374,59.59,High,2024-11-24 18:08:55
Mulund,351,29.93,Low,2024-11-24 18:09:00
Borivali,935,45.18,Moderate,2024-11-24 18:09:05
Lower Parel,702,22.03,Low,2024-11-24 18:09:10
Nariman Point,878,21.82,High,2024-11-24 18:09:15
Malad,436,82.77,High,2024-11-24 18:09:20
Matunga,520,82.54,Low,2024-11-24 18:09:25
Thane,62,80.3,Low,2024-11-24 18:09:30
Kandivali,870,38.44,High,2024-11-24 18:09:35
Khar,207,39.22,High,2024-11-24 18:09:40
Khar,392,27.58,High,2024-11-24 18:09:45
Kandivali,720,50.57,Low,2024-11-24 18:09:50
Kandivali West,960,68.74,Moderate,2024-11-24 18:09:55
Borivali,393,40.59,Low,2024-11-24 18:10:00
Prabhadevi,811,65.58,High,2024-11-24 18:10:05
Mulund,537,56.89,Low,2024-11-24 18:10:10
Versova,493,77.87,Low,2024-11-24 18:10:15
Worli,945,87.08,Moderate,2024-11-24 18:10:20
Colaba,649,47.54,High,2024-11-24 18:10:25
Marine Drive,664,51.62,Moderate,2024-11-24 18:10:30
Lower Parel,690,99.77,Low,2024-11-24 18:10:35
Colaba,88,30.01,Low,2024-11-24 18:10:40
Prabhadevi,995,92.27,Low,2024-11-24 18:10:45
Matunga,777,24.84,High,2024-11-24 18:10:50
Matunga,994,45.33,High,2024-11-24 18:10:55
Nariman Point,140,33.47,Moderate,2024-11-24 18:11:00
Andheri,508,56.08,Low,2024-11-24 18:11:05
Jogeshwari,149,61.26,High,2024-11-24 18:11:10
Kurla,301,82.71,High,2024-11-24 18:11:15
Ghatkopar,187,40.03,Low,2024-11-24 18:11:20
Saki Naka,187,97.49,Low,2024-11-24 18:11:25
Vile Parle,593,79.77,Moderate,2024-11-24 18:11:30
Bhayandar,736,24.38,Low,2024-11-24 18:11:35
Dahisar,536,47.02,Moderate,2024-11-24 18:11:40
Borivali,836,28.37,High,2024-11-24 18:11:45
Sion,216,53.88,Moderate,2024-11-24 18:11:50
Bhayandar,573,28.0,Moderate,2024-11-24 18:11:55
Vile Parle,711,97.53,Moderate,2024-11-24 18:12:00
Kandivali East,858,39.89,Low,2024-11-24 18:12:05
Matunga,335,32.82,Low,2024-11-24 18:12:10
Marine Drive,436,80.55,High,2024-11-24 18:12:15
Bandra,916,98.58,High,2024-11-24 18:12:20
Saki Naka,278,60.08,Low,2024-11-24 18:12:25
Kandivali West,916,84.69,Moderate,2024-11-24 18:12:30
Chembur,146,73.04,Moderate,2024-11-24 18:12:35
Jogeshwari,413,42.07,Low,2024-11-24 18:12:40
Malad,841,21.12,High,2024-11-24 18:12:45
Lower Parel,989,28.34,High,2024-11-24 18:12:50
Malad,62,23.0,Moderate,2024-11-24 18:12:55
Kandivali East,435,26.0,Low,2024-11-24 18:13:00
Andheri,191,96.32,High,2024-11-24 18:13:05
Andheri,272,94.88,Low,2024-11-24 18:13:10
Mahalaxmi,254,54.2,Moderate,2024-11-24 18:13:15
Jogeshwari,67,21.06,Low,2024-11-24 18:13:20
Ghatkopar,573,81.01,Moderate,2024-11-24 18:13:25
Khar,872,91.21,Low,2024-11-24 18:13:30
Versova,72,44.24,Moderate,2024-11-24 18:13:35
Kandivali West,851,84.4,High,2024-11-24 18:13:40
Jogeshwari,960,68.83,High,2024-11-24 18:13:45
Mulund,295,92.77,Moderate,2024-11-24 18:13:50
Mulund,282,62.11,Moderate,2024-11-24 18:13:55
Worli,941,70.75,High,2024-11-24 18:14:01
Sion,820,27.71,Low,2024-11-24 18:14:06
Ghatkopar,922,45.36,Low,2024-11-24 18:14:11
Vashi,561,83.16,Low,2024-11-24 18:14:16
Kandivali West,936,63.16,Low,2024-11-24 18:14:21
Kandivali East,720,38.89,High,2024-11-24 18:14:26
Jogeshwari,284,20.12,High,2024-11-24 18:14:31
Malad,374,41.81,High,2024-11-24 18:14:36
Bandra,465,82.46,High,2024-11-24 18:14:41
Versova,246,81.01,High,2024-11-24 18:14:46
Matunga,977,94.02,Low,2024-11-24 18:14:51
Mulund,211,36.12,High,2024-11-24 18:14:56
Kandivali East,668,48.3,Low,2024-11-24 18:15:01
Bhayandar,930,36.86,Low,2024-11-24 18:15:06
Jogeshwari,849,90.47,Moderate,2024-11-24 18:15:11
Colaba,593,90.3,High,2024-11-24 18:15:16
Colaba,292,79.61,Low,2024-11-24 18:15:21
Vile Parle,842,43.09,Moderate,2024-11-24 18:15:26
Marine Drive,398,45.18,Low,2024-11-24 18:15:31
Mahalaxmi,601,87.07,Moderate,2024-11-24 18:15:36
Saki Naka,157,56.93,Low,2024-11-24 18:15:41
Vashi,607,33.09,Moderate,2024-11-24 18:15:46
Vashi,485,38.83,Moderate,2024-11-24 18:15:51
Marine Drive,256,71.99,Moderate,2024-11-24 18:15:56
Sion,248,22.17,High,2024-11-24 18:16:01
Matunga,399,77.15,Low,2024-11-24 18:16:06
Ghatkopar,991,51.03,High,2024-11-24 18:16:11
Dadar,120,36.32,High,2024-11-24 18:16:16
Bandra,630,60.41,Moderate,2024-11-24 18:16:21
Ghatkopar,736,66.99,Moderate,2024-11-24 18:16:26
Dadar,95,85.52,Moderate,2024-11-24 18:16:31
Versova,812,66.86,High,2024-11-24 18:16:36
Kandivali East,328,92.49,Moderate,2024-11-24 18:16:41
Mulund,636,87.25,High,2024-11-24 18:16:46
Bandra,182,71.2,Low,2024-11-24 18:16:51
Dahisar,452,80.11,Low,2024-11-24 18:16:56
Thane,476,77.18,High,2024-11-24 18:17:01
Prabhadevi,311,31.41,High,2024-11-24 18:17:06
Chembur,244,27.52,High,2024-11-24 18:17:11
Saki Naka,566,75.2,Low,2024-11-24 18:17:16
Colaba,280,36.53,Low,2024-11-24 18:17:21
Saki Naka,147,68.76,Low,2024-11-24 18:17:26
Sion,730,96.07,Low,2024-11-24 18:17:31
Lower Parel,707,88.4,Low,2024-11-24 18:17:36
Kandivali West,252,34.72,Moderate,2024-11-24 18:17:41
Dahisar,120,57.56,Moderate,2024-11-24 18:17:46
Saki Naka,208,39.31,Moderate,2024-11-24 18:17:51
Bandra,780,82.38,High,2024-11-24 18:17:56
Ghatkopar,739,68.26,Low,2024-11-24 18:18:01
Kandivali West,601,73.72,Low,2024-11-24 18:18:06
Santacruz,877,36.29,High,2024-11-24 18:18:11
Bandra,128,51.9,Moderate,2024-11-24 18:18:16
Malad,976,70.91,Low,2024-11-24 18:18:21
Bandra,288,41.97,Moderate,2024-11-24 18:18:26
Bandra,201,68.73,Low,2024-11-24 18:18:31
Vashi,404,89.62,High,2024-11-24 18:18:36
Sion,965,98.08,Moderate,2024-11-24 18:18:41
Parel,853,58.97,Low,2024-11-24 18:18:46
Matunga,74,39.68,Low,2024-11-24 18:18:51
Khar,199,82.93,High,2024-11-24 18:18:56
Prabhadevi,684,33.49,Low,2024-11-24 18:19:01
Vashi,530,35.22,Moderate,2024-11-24 18:19:06
Thane,212,29.24,High,2024-11-24 18:19:11
Kandivali,521,50.99,Low,2024-11-24 18:19:16
Matunga,558,39.73,High,2024-11-24 18:19:21
Prabhadevi,129,82.9,Low,2024-11-24 18:19:26
Mulund,718,45.32,High,2024-11-24 18:19:31
Saki Naka,233,63.0,High,2024-11-24 18:19:36
Mulund,586,66.27,High,2024-11-24 18:19:41
Prabhadevi,948,83.98,Low,2024-11-24 18:19:46
Worli,236,34.35,Moderate,2024-11-24 18:19:51
Khar,172,57.56,High,2024-11-24 18:19:56
Kurla,742,93.02,Moderate,2024-11-24 18:20:01
Dahisar,738,99.58,High,2024-11-24 18:20:06
Matunga,614,81.17,Low,2024-11-24 18:20:11
Worli,70,61.4,Moderate,2024-11-24 18:20:16
Santacruz,508,81.89,Moderate,2024-11-24 18:20:21
Vashi,731,95.69,Moderate,2024-11-24 18:20:26
Thane,964,79.08,Moderate,2024-11-24 18:20:31
Marine Drive,616,82.5,Moderate,2024-11-24 18:20:36
Santacruz,409,29.59,Moderate,2024-11-24 18:20:41
Parel,229,23.61,Moderate,2024-11-24 18:20:46
Colaba,943,34.61,Moderate,2024-11-24 18:20:51
Ghatkopar,899,90.56,Low,2024-11-24 18:20:56
Andheri,861,97.81,Low,2024-11-24 18:21:01
Marine Drive,159,37.13,Low,2024-11-24 18:21:06
Kandivali East,745,76.86,Moderate,2024-11-24 18:21:11
Thane,202,81.32,Moderate,2024-11-24 18:21:17
Mahalaxmi,238,88.63,High,2024-11-24 18:21:22
Worli,881,88.63,Low,2024-11-24 18:21:27
Lower Parel,334,54.66,Moderate,2024-11-24 18:21:32
Bhayandar,922,86.2,Low,2024-11-24 18:21:37
Jogeshwari,702,60.08,High,2024-11-24 18:21:42
Kandivali,941,78.01,Moderate,2024-11-24 18:21:47
Dadar,98,46.03,High,2024-11-24 18:21:52
Thane,938,32.45,Moderate,2024-11-24 18:21:57
Bhayandar,996,39.66,Low,2024-11-24 18:22:02
Borivali,636,86.92,Moderate,2024-11-24 18:22:07
Jogeshwari,369,62.05,Low,2024-11-24 18:22:12
Worli,74,59.06,Moderate,2024-11-24 18:22:17
Mulund,929,83.22,Low,2024-11-24 18:22:22
Bhayandar,722,38.06,Low,2024-11-24 18:22:27
Andheri,787,46.67,High,2024-11-24 18:22:32
Bandra,150,56.96,High,2024-11-24 18:22:37
Saki Naka,709,53.69,High,2024-11-24 18:22:42
Matunga,322,93.58,High,2024-11-24 18:22:47
Mahalaxmi,418,64.47,Moderate,2024-11-24 18:22:52
Thane,539,39.49,Low,2024-11-24 18:22:57
Lower Parel,933,90.52,Moderate,2024-11-24 18:23:02
Santacruz,948,34.74,Moderate,2024-11-24 18:23:07
Versova,177,24.18,Moderate,2024-11-24 18:23:12
Lower Parel,891,47.5,High,2024-11-24 18:23:17
Bhayandar,306,20.45,Low,2024-11-24 18:23:22
Colaba,290,21.7,Moderate,2024-11-24 18:23:27
Sion,976,43.59,High,2024-11-24 18:23:32
Kurla,333,22.67,Moderate,2024-11-24 18:23:37
Ghatkopar,64,21.29,Moderate,2024-11-24 18:23:42
Vashi,385,68.83,Moderate,2024-11-24 18:23:47
Colaba,660,39.63,Low,2024-11-24 18:23:52
Mahalaxmi,922,98.32,Moderate,2024-11-24 18:23:57
Sion,121,94.53,High,2024-11-24 18:24:02
Chembur,244,65.57,High,2024-11-24 18:24:07
Santacruz,755,36.28,Low,2024-11-24 18:24:12
Kandivali West,103,96.67,Moderate,2024-11-24 18:24:17
Parel,256,25.33,Moderate,2024-11-24 18:24:22
Marine Drive,617,74.12,Low,2024-11-24 18:24:27
Vile Parle,485,63.59,Low,2024-11-24 18:24:32
Marine Drive,683,86.4,Low,2024-11-24 18:24:37
Lower Parel,841,44.6,Moderate,2024-11-24 18:24:42
Khar,558,62.15,Moderate,2024-11-24 18:24:47
Parel,527,32.91,High,2024-11-24 18:24:52
Thane,844,45.16,Low,2024-11-24 18:24:57
Bhayandar,189,96.25,Moderate,2024-11-24 18:25:02
Prabhadevi,396,66.89,Moderate,2024-11-24 18:25:07
Marine Drive,183,37.56,Moderate,2024-11-24 18:25:12
Mahalaxmi,229,89.98,Low,2024-11-24 18:25:17
Thane,981,92.6,High,2024-11-24 18:25:22
Marine Drive,788,87.04,Moderate,2024-11-24 18:25:27
Borivali,574,49.71,High,2024-11-24 18:25:32
Santacruz,648,90.88,Moderate,2024-11-24 18:25:37
Dadar,297,34.2,High,2024-11-24 18:25:42
Santacruz,795,27.69,High,2024-11-24 18:25:47
Marine Drive,637,83.46,Moderate,2024-11-24 18:25:52
Chembur,895,79.37,Low,2024-11-24 18:25:57
Ghatkopar,182,34.92,Low,2024-11-24 18:26:02
Malad,867,82.79,Low,2024-11-24 18:26:07
Worli,167,40.32,Low,2024-11-24 18:26:12
Vashi,921,80.84,Low,2024-11-24 18:26:17
Prabhadevi,280,21.59,Moderate,2024-11-24 18:26:22
Kandivali,666,96.41,Moderate,2024-11-24 18:26:27
Parel,107,94.28,High,2024-11-24 18:26:32
Mahalaxmi,891,99.92,Low,2024-11-24 18:26:37
Mulund,71,51.56,High,2024-11-24 18:26:42
Worli,557,96.6,Low,2024-11-24 18:26:47
Chembur,717,79.38,Low,2024-11-24 18:26:52
Mahalaxmi,650,83.94,Low,2024-11-24 18:26:57
Mulund,419,88.77,Low,2024-11-24 18:27:02
Bhayandar,823,75.41,Moderate,2024-11-24 18:27:07
Lower Parel,535,85.48,Moderate,2024-11-24 18:27:12
Kandivali,910,30.98,High,2024-11-24 18:27:17
Lower Parel,770,78.95,High,2024-11-24 18:27:22
Vile Parle,810,51.17,High,2024-11-24 18:27:27
Mulund,457,62.51,Moderate,2024-11-24 18:27:32
Parel,430,60.61,Low,2024-11-24 18:27:37
Nariman Point,616,80.86,High,2024-11-24 18:27:42
Borivali,747,82.54,Moderate,2024-11-24 18:27:48
Lower Parel,571,85.84,High,2024-11-24 18:27:53
Mahalaxmi,878,20.57,Low,2024-11-24 18:27:58
Lower Parel,126,51.3,High,2024-11-24 18:28:03
Ghatkopar,996,71.79,Moderate,2024-11-24 18:28:08
Lower Parel,333,35.3,Low,2024-11-24 18:28:13
Dadar,247,75.36,Low,2024-11-24 18:28:18
Kurla,740,46.58,Low,2024-11-24 18:28:23
Kandivali East,992,70.3,High,2024-11-24 18:28:28
Mahalaxmi,569,69.14,High,2024-11-24 18:28:33
Kandivali,159,47.68,Moderate,2024-11-24 18:28:38
Marine Drive,943,88.97,Low,2024-11-24 18:28:43
Malad,91,96.75,Low,2024-11-24 18:28:48
Vile Parle,458,79.25,Moderate,2024-11-24 18:28:53
Bandra,615,33.46,High,2024-11-24 18:28:58
Dadar,817,72.41,High,2024-11-24 18:29:03
Bhayandar,677,75.51,High,2024-11-24 18:29:08
Nariman Point,346,29.59,Moderate,2024-11-24 18:29:13
Kandivali,104,91.89,High,2024-11-24 18:29:18
Dahisar,792,39.19,High,2024-11-24 18:29:23
Khar,457,90.56,Moderate,2024-11-24 18:29:28
Kurla,282,67.65,Moderate,2024-11-24 18:29:33
Sion,427,60.33,Moderate,2024-11-24 18:29:38
Prabhadevi,819,90.76,Low,2024-11-24 18:29:43
Kurla,659,80.24,Moderate,2024-11-24 18:29:48
Sion,690,29.3,Low,2024-11-24 18:29:53
Sion,354,49.64,Low,2024-11-24 18:29:58
Kandivali East,909,37.64,High,2024-11-24 18:30:03
Mahalaxmi,835,51.1,High,2024-11-24 18:30:08
Mulund,93,69.22,Low,2024-11-24 18:30:13
Matunga,285,97.47,Moderate,2024-11-24 18:30:18
Dadar,847,31.04,Low,2024-11-24 18:30:23
Mulund,208,67.64,Low,2024-11-24 18:30:28
Parel,598,42.65,Low,2024-11-24 18:30:33
Versova,405,65.86,Low,2024-11-24 18:30:38
Jogeshwari,966,28.93,High,2024-11-24 18:30:43
Mulund,791,69.55,High,2024-11-24 18:30:49
Vashi,295,57.97,Moderate,2024-11-24 18:30:54
Borivali,187,87.8,Low,2024-11-24 18:30:59
Vile Parle,266,66.4,Low,2024-11-24 18:31:04
Ghatkopar,445,82.65,Low,2024-11-24 18:31:09
Kurla,973,70.83,High,2024-11-24 18:31:14
Kurla,131,55.8,Low,2024-11-24 18:31:19
Parel,989,88.12,Low,2024-11-24 18:31:24
Matunga,784,29.39,Low,2024-11-24 18:31:29
Saki Naka,707,65.7,Moderate,2024-11-24 18:31:34
Kurla,87,99.91,Low,2024-11-24 18:31:39
Thane,123,60.65,Low,2024-11-24 18:31:44
Bandra,341,94.29,High,2024-11-24 18:31:49
Dahisar,523,26.72,Moderate,2024-11-24 18:31:54
Kandivali,77,32.55,High,2024-11-24 18:31:59
Andheri,358,84.77,Low,2024-11-24 18:32:04
Kandivali West,123,71.54,Moderate,2024-11-24 18:32:09
Matunga,295,98.85,High,2024-11-24 18:32:14
Malad,542,85.03,Moderate,2024-11-24 18:32:19
Dadar,200,36.23,Low,2024-11-24 18:32:24
Worli,339,52.63,High,2024-11-24 18:32:29
Parel,619,78.98,High,2024-11-24 18:32:34
Saki Naka,207,64.37,Low,2024-11-24 18:32:39
Marine Drive,80,52.79,Low,2024-11-24 18:32:44
Khar,404,40.64,Moderate,2024-11-24 18:32:49
Bhayandar,115,48.37,Moderate,2024-11-24 18:32:54
Dadar,114,56.2,Low,2024-11-24 18:32:59
Parel,120,42.55,High,2024-11-24 18:33:04
Dadar,607,24.65,Moderate,2024-11-24 18:33:09
Dahisar,360,48.61,Low,2024-11-24 18:33:14
Saki Naka,57,69.39,Moderate,2024-11-24 18:33:19
Kandivali,471,94.53,Moderate,2024-11-24 18:33:24
Malad,722,32.2,Moderate,2024-11-24 18:33:29
Santacruz,298,92.82,Low,2024-11-24 18:33:34
Ghatkopar,959,87.12,Low,2024-11-24 18:33:39
Kandivali,261,69.93,Moderate,2024-11-24 18:33:44
Dadar,64,50.78,High,2024-11-24 18:33:49
Saki Naka,53,74.85,Moderate,2024-11-24 18:33:54
Marine Drive,249,48.88,Moderate,2024-11-24 18:33:59
Kurla,153,32.54,High,2024-11-24 18:34:04
Thane,645,68.85,Low,2024-11-24 18:34:09
Worli,535,52.83,High,2024-11-24 18:34:15
Versova,459,91.86,High,2024-11-24 18:34:20
Borivali,441,39.72,Low,2024-11-24 18:34:25
Malad,312,55.58,Low,2024-11-24 18:34:30
Kurla,874,64.32,Moderate,2024-11-24 18:34:35
Andheri,95,40.28,High,2024-11-24 18:34:40
Dadar,790,41.84,Low,2024-11-24 18:34:45
Lower Parel,925,32.27,High,2024-11-24 18:34:50
Dadar,372,22.27,Low,2024-11-24 18:34:55
Mulund,294,21.98,Moderate,2024-11-24 18:35:00
Mahalaxmi,417,69.87,High,2024-11-24 18:35:05
Vile Parle,642,32.35,Moderate,2024-11-24 18:35:10
Kandivali West,525,29.02,High,2024-11-24 18:35:15
Mulund,351,21.34,High,2024-11-24 18:35:20
Parel,596,27.32,Moderate,2024-11-24 18:35:25
Mahalaxmi,810,33.81,High,2024-11-24 18:35:30
Versova,815,54.92,Low,2024-11-24 18:35:35
Chembur,615,68.97,Moderate,2024-11-24 18:35:40
Thane,341,59.64,Low,2024-11-24 18:35:45
Kandivali,317,68.7,Low,2024-11-24 18:35:50
Lower Parel,336,34.03,Moderate,2024-11-24 18:35:55
Jogeshwari,666,76.55,Moderate,2024-11-24 18:36:00
Worli,379,37.59,Moderate,2024-11-24 18:36:05
Vile Parle,968,42.61,High,2024-11-24 18:36:10
Mahalaxmi,364,29.73,Low,2024-11-24 18:36:15
Worli,304,69.74,High,2024-11-24 18:36:20
Kandivali West,491,49.82,Moderate,2024-11-24 18:36:25
Sion,700,48.89,High,2024-11-24 18:36:30
Bandra,842,69.86,High,2024-11-24 18:36:35
Lower Parel,544,64.7,Low,2024-11-24 18:36:40
